pass_id,sat_id,pass_num,timestamp,duration_min,orbital_mode,ground_station,battery_voltage,solar_current,power_bus_voltage,battery_soc,battery_temp,obc_temp,solar_panel_temp,attitude_error,angular_velocity,wheel_speed,rssi,ber,link_margin,cpu_usage,memory_usage,uptime_sec,error_count,operator_note,scenario_name
PASS-1092,SAT-2005,2,2026-06-30T08:00:00Z,10.14,sunlight,GS-PERTH,27.99,4.4,5.03,96.44,25.3,29.9,69.7,0.272,0.115,-1260,-72.3,4.32E-07,11.8,35.3,46.2,382137.4,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1093,SAT-2005,3,2026-06-30T09:30:00Z,10.86,transition,GS-MASPALOMAS,26.76,1.76,5,90.06,20.8,27,5.2,0.233,0.116,-1219,-72,3.88E-07,10.5,34.8,46.7,388189,0,Orbit penumbra exit. Normal tracking lock.,Nominal Operations
PASS-1094,SAT-2005,4,2026-06-30T11:00:00Z,10.16,eclipse,GS-MASPALOMAS,25.32,0.014,5.01,80.53,20.8,23.7,-58.3,0.231,0.112,-1228,-72.6,3.81E-07,9.7,34,46.4,394198.6,0,Satellite in eclipse. Power subsystem performing within specs.,Nominal Operations
PASS-1095,SAT-2005,5,2026-06-30T12:30:00Z,9.69,eclipse,GS-MASPALOMAS,25.26,0.014,5.05,78.24,23,29.7,-56.7,0.225,0.109,-1164,-70.8,5.09E-08,9.6,32.6,46.8,400180,0,Satellite in eclipse. Power subsystem performing within specs.,Nominal Operations
PASS-1096,SAT-2005,6,2026-06-30T14:00:00Z,10.91,transition,GS-MASPALOMAS,26.79,1.64,5.06,86.62,20.7,28.7,7,0.236,0.106,-1239,-71,1.75E-07,10.9,33.4,47.1,406234.6,0,"Transition mode, power bus voltage stable.",Nominal Operations
PASS-1097,SAT-2005,7,2026-06-30T15:30:00Z,10.63,sunlight,GS-ADELAIDE,28,4.45,5.04,96.08,21.1,28.1,71.1,0.222,0.122,-1279,-70.8,2.23E-07,9.5,33.8,47.5,412272.4,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1098,SAT-2005,8,2026-06-30T17:00:00Z,10.71,sunlight,GS-ADELAIDE,28.2,4.58,5.03,94.1,20.2,30.4,66.6,0.232,0.118,-1331,-70.3,3.25E-07,10.6,34.6,47,418315,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1099,SAT-2005,9,2026-06-30T18:30:00Z,9.58,transition,GS-PERTH,26.9,2.09,5.03,88.27,22.7,29.3,15.5,0.243,0.124,-1369,-72,4.34E-07,8.7,33.2,47.2,424289.8,0,"Transition pass, checking battery charge switch-over.",Nominal Operations
PASS-1100,SAT-2005,10,2026-06-30T20:00:00Z,8.89,eclipse,GS-KIRUNA,25.48,0.017,5.03,78.66,23.1,27.1,-52.9,0.238,0.132,-1329,-72.3,6.52E-08,10.8,32.4,47.9,430223.2,0,"Eclipse pass, thermal subsystem maintaining temperature.",Nominal Operations
PASS-1101,SAT-2006,1,2026-06-30T07:00:00Z,8.64,sunlight,GS-ADELAIDE,28.01,4.26,5.02,96.24,21.2,24.6,70.6,0.199,0.125,1196,-70.1,3.71E-07,10.1,33.5,50,100677.9,0,Nominal sunlight pass. Battery SOC recovering.,Nominal Operations
PASS-1102,SAT-2006,2,2026-06-30T08:30:00Z,10.99,sunlight,GS-GSOC,28.03,4.51,4.99,94.89,21.3,30.9,67.2,0.181,0.128,1218,-70.6,4.92E-07,9.1,34.6,49.3,106737.3,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1103,SAT-2006,3,2026-06-30T10:00:00Z,10.4,transition,GS-MASPALOMAS,26.71,1.82,5.03,87.71,18.2,24.9,21.5,0.173,0.116,1214,-68.8,4.29E-07,10.1,30.7,50.3,112761.3,0,Orbit penumbra exit. Normal tracking lock.,Nominal Operations
PASS-1104,SAT-2006,4,2026-06-30T11:30:00Z,10.91,eclipse,GS-GSOC,25.4,0.024,5,75.31,23.3,28.3,-49.7,0.167,0.117,1274,-68.6,9.09E-08,10.4,30.3,50.4,118815.9,0,"Eclipse pass, thermal subsystem maintaining temperature.",Nominal Operations
PASS-1105,SAT-2006,5,2026-06-30T13:00:00Z,9.77,eclipse,GS-ADELAIDE,25.65,0.022,4.99,79.68,23.6,26,-51.8,0.189,0.114,1201,-68.6,3.35E-07,10.7,31.2,51.5,124802.1,0,"Eclipse pass, thermal subsystem maintaining temperature.",Nominal Operations
PASS-1106,SAT-2006,6,2026-06-30T14:30:00Z,10.75,transition,GS-GSOC,26.47,1.68,5,86.66,24.3,30.7,16.6,0.196,0.137,1263,-68,2.70E-07,11.1,30.7,51.2,130847.1,0,Orbit transition phase. Subsystem parameters adjusting.,Nominal Operations
PASS-1107,SAT-2006,7,2026-06-30T16:00:00Z,10.1,sunlight,GS-SVALBARD,28.17,4.49,4.96,94.87,21.2,28.2,68.5,0.172,0.143,1238,-67.9,2.21E-07,9.5,32.6,51.7,136853.1,0,"Sunlight pass, battery charge rate within predicted models.",Nominal Operations
PASS-1108,SAT-2006,8,2026-06-30T17:30:00Z,11.09,sunlight,GS-MASPALOMAS,28.41,4.68,5.03,94.75,22.4,27.7,70.4,0.126,0.152,1210,-69.4,9.18E-08,11.7,35,52.5,142918.5,0,"Sunlight pass, battery charge rate within predicted models.",Nominal Operations
PASS-1109,SAT-2006,9,2026-06-30T19:00:00Z,10.44,transition,GS-PERTH,26.96,1.75,5.06,89.97,21.2,27.6,1.6,0.112,0.134,1238,-70.2,7.89E-08,10.1,36.9,54.4,148944.9,0,Orbit transition phase. Subsystem parameters adjusting.,Nominal Operations
PASS-1110,SAT-2006,10,2026-06-30T20:30:00Z,10.1,eclipse,GS-PERTH,25.41,0.02,5.02,77.78,21.4,27.5,-48.6,0.119,0.134,1205,-71.8,1.77E-07,9.3,37.3,55.3,154950.9,0,"Orbital shadow, EPS on battery draw only.",Nominal Operations
PASS-1111,SAT-2007,1,2026-06-30T07:30:00Z,9.53,sunlight,GS-ADELAIDE,28.3,4.61,4.98,94.49,22.2,28.6,66.9,0.385,0.107,1104,-73.6,3.68E-07,11.7,32,49.6,238892.9,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1112,SAT-2007,2,2026-06-30T09:00:00Z,8.62,sunlight,GS-GSOC,28.24,4.6,4.99,95.26,19.5,30.3,66.4,0.38,0.102,1143,-71.7,2.69E-08,9.8,32.1,49.2,244810.1,0,Solar array output stable. Bus voltage nominal.,Nominal Operations
PASS-1113,SAT-2007,3,2026-06-30T10:30:00Z,11.09,transition,GS-SVALBARD,27.45,1.8,4.97,86.13,24.9,29.5,10.9,0.391,0.106,1121,-70.5,4.05E-07,11.9,28.8,47.5,250875.5,0,Orbit transition phase. Subsystem parameters adjusting.,Nominal Operations
PASS-1114,SAT-2007,4,2026-06-30T12:00:00Z,9.1,eclipse,GS-GSOC,25.02,0.013,4.99,65,34.9,29.6,-54.7,0.417,0.117,1142,-71.5,2.69E-07,10.4,55,48.7,256821.5,0,OBC temp and CPU load concurrently above nominal baselines.,Multi-System Stress
PASS-1115,SAT-2007,5,2026-06-30T13:30:00Z,8.52,eclipse,GS-PERTH,24.63,0.022,5.04,59.5,36.9,26.3,-58.8,0.439,0.136,1171,-71,1.30E-08,9.9,62,50.4,262732.7,0,Coincident warnings on power bus and thermal subsystems.,Multi-System Stress
PASS-1116,SAT-2007,6,2026-06-30T15:00:00Z,8.65,transition,GS-SVALBARD,24.16,1.95,5.01,54,38.2,26.5,7.7,0.412,0.145,1095,-70.9,2.65E-08,10.2,69,48.9,268651.7,0,Multiple subsystems showing stress: EPS and thermal parameters elevated.,Multi-System Stress
PASS-1117,SAT-2007,7,2026-06-30T16:30:00Z,10.66,sunlight,GS-MASPALOMAS,23.82,4.76,5.04,48.5,40.6,31.6,65.7,0.377,0.134,1062,-70.7,2.07E-07,10.9,76,49.1,274691.3,0,Multiple subsystems showing stress: EPS and thermal parameters elevated.,Multi-System Stress
PASS-1118,SAT-2007,8,2026-06-30T18:00:00Z,8.5,sunlight,GS-SVALBARD,23.39,4.64,5.03,43,42.4,32.9,69.4,0.368,0.134,996,-70,4.55E-07,10.4,83,49.3,280601.3,0,ADCS attitude error and comms BER both elevated.,Multi-System Stress
PASS-1119,SAT-2007,9,2026-06-30T19:30:00Z,10.53,transition,GS-GSOC,23,1.79,4.98,37.5,44,26.4,11,0.366,0.134,1037,-70.6,3.93E-07,10.1,90,48.7,286633.1,0,ADCS attitude error and comms BER both elevated.,Multi-System Stress
PASS-1120,SAT-2007,10,2026-06-30T21:00:00Z,11.1,eclipse,GS-KIRUNA,22.56,0.013,4.98,32,45.7,27.4,-56.6,0.376,0.142,1062,-71.7,3.08E-07,9.9,95,49.4,292699.1,0,"Critical multi-system fault: V=22.56V, Temp=45.7°C, CPU=95.0%.",Multi-Anomaly Breach (temp+cpu)
PASS-1121,SAT-2008,1,2026-06-30T08:00:00Z,11.01,sunlight,GS-MASPALOMAS,28.24,4.6,5.04,94.82,32.7,26.3,71.6,0.341,0.106,-1240,-71.7,1.18E-07,10.2,33,44.7,397930,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1122,SAT-2008,2,2026-06-30T09:30:00Z,8.73,sunlight,GS-MASPALOMAS,28.03,4.72,4.96,94.53,32.8,30.5,65.5,0.366,0.124,-1284,-70.9,3.41E-07,10.6,35.8,45.5,403853.8,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1123,SAT-2008,3,2026-06-30T11:00:00Z,9.87,transition,GS-MASPALOMAS,26.86,1.9,5,88.22,32.7,28.3,7.8,0.423,0.127,-1271,-71.6,3.66E-07,11,37.1,47.5,409846,0,Orbit penumbra exit. Normal tracking lock.,Nominal Operations
PASS-1124,SAT-2008,4,2026-06-30T12:30:00Z,10.84,eclipse,GS-PERTH,25.68,0.015,5.03,78.12,32.6,30.5,-58.6,0.422,0.123,-1265,-73,3.18E-08,10.5,37.8,47.7,415896.4,0,"Eclipse entry, solar current zeroed as expected.",Nominal Operations
PASS-1125,SAT-2008,5,2026-06-30T14:00:00Z,9.23,eclipse,GS-PERTH,25.63,0.023,5.03,78.37,32.6,27.7,-60.3,0.414,0.133,-1256,-74.9,3.33E-07,11,38.3,48.4,421850.2,0,Thermal subsystem showing minor heating trend. Parameters monitored.,Thermal Drift
PASS-1126,SAT-2008,6,2026-06-30T15:30:00Z,9.88,transition,GS-SVALBARD,26.66,1.85,5.02,88.24,34.7,29.1,7.1,0.421,0.132,-1191,-72.9,1.31E-07,10.3,37.3,48.9,427843,0,Slight thermal elevation observed. Subsystems remain operational.,Thermal Drift
PASS-1127,SAT-2008,7,2026-06-30T17:00:00Z,10.2,sunlight,GS-MASPALOMAS,28.25,4.46,5.03,96.05,37.1,29.8,61.7,0.417,0.119,-1143,-73.2,4.48E-07,9.3,36.4,49.7,433855,0,Monitoring rising thermal trend on battery modules.,Thermal Drift
PASS-1128,SAT-2008,8,2026-06-30T18:30:00Z,9.62,sunlight,GS-ADELAIDE,28.19,4.21,5.04,94.33,37.1,24.3,72.8,0.425,0.125,-1088,-73.3,3.62E-07,9.3,37.1,48.8,439832.2,0,OBC temperature creeping higher. Checking thermal control loops.,Thermal Drift
PASS-1129,SAT-2008,9,2026-06-30T20:00:00Z,11.02,transition,GS-PERTH,26.96,2.2,5.06,87.56,37.9,27.3,-7.4,0.383,0.128,-1135,-75.3,4.07E-07,10.7,38.4,48.4,445893.4,0,Slight thermal elevation observed. Subsystems remain operational.,Thermal Drift
PASS-1130,SAT-2008,10,2026-06-30T21:30:00Z,8.95,eclipse,GS-GSOC,25.38,0.026,5.03,77.9,39.9,29.9,-63.8,0.361,0.128,-1130,-75.3,1.49E-08,10,40.5,47.6,451830.4,0,Monitoring rising thermal trend on battery modules.,Thermal Drift
PASS-1131,SAT-2009,1,2026-06-30T08:30:00Z,11.5,sunlight,GS-ADELAIDE,27.94,4.79,5.03,94.4,24.7,28.8,69.4,0.237,0.142,1381,-74.8,3.82E-07,10.5,30.4,47,328992.1,0,"Sunlight operations stable, EPS performing well.",Nominal Operations
PASS-1132,SAT-2009,2,2026-06-30T10:00:00Z,9.02,sunlight,GS-GSOC,28.36,4.31,5.04,96,21.9,30.2,70.8,0.264,0.134,1438,-74,3.66E-07,11.1,29.6,45.9,334933.3,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1133,SAT-2009,3,2026-06-30T11:30:00Z,10.15,transition,GS-GSOC,26.72,1.64,5.05,89.04,21.6,27.9,2.4,0.255,0.134,1470,-73.7,4.33E-07,10.9,31.6,47.7,340942.3,0,Orbit transition phase. Subsystem parameters adjusting.,Nominal Operations
PASS-1134,SAT-2009,4,2026-06-30T13:00:00Z,11.36,eclipse,GS-KIRUNA,25.54,0.017,5.05,78.46,24.2,29.9,-57.2,0.252,0.128,1470,-74,1.02E-07,10.1,31.6,47.8,347023.9,0,"Standard eclipse operations, thermal nominal.",Nominal Operations
PASS-1135,SAT-2009,5,2026-06-30T14:30:00Z,9.42,eclipse,GS-KIRUNA,25.47,0.023,5.01,80.02,19.9,29.2,-57.7,0.248,0.123,1444,-74.8,4.91E-07,11.1,31.9,47.3,352989.1,0,No solar array output. Battery voltage stable.,Nominal Operations
PASS-1136,SAT-2009,6,2026-06-30T16:00:00Z,9.1,eclipse,GS-KIRUNA,25.98,0.01,5.02,75,21.6,28.8,-51.2,0.26,0.111,1452,-74.2,2.63E-07,9.9,32,45.9,358935.1,0,"Eclipse duration elevated. Battery drawing down to 25.98V, monitoring charge curve.",Eclipse Stress
PASS-1137,SAT-2009,7,2026-06-30T17:30:00Z,11.41,eclipse,GS-KIRUNA,25.52,0.01,5.07,69,21.1,26.2,-55.5,0.301,0.121,1460,-72.2,2.96E-07,10.1,33.5,43.9,365019.7,0,"Eclipse duration elevated. Battery drawing down to 25.52V, monitoring charge curve.",Eclipse Stress
PASS-1138,SAT-2009,8,2026-06-30T19:00:00Z,10.34,eclipse,GS-KIRUNA,25.12,0.01,5.03,63,20,30.1,-52.4,0.302,0.118,1446,-72.3,4.22E-07,10.9,33,42.3,371040.1,0,"Eclipse duration elevated. Battery drawing down to 25.12V, monitoring charge curve.",Eclipse Stress
PASS-1139,SAT-2009,9,2026-06-30T20:30:00Z,9.99,eclipse,GS-KIRUNA,24.61,0.01,5.03,57,22.3,24.8,-58.9,0.351,0.131,1436,-72.7,1.08E-07,10.7,31.1,43,377039.5,0,"Eclipse duration elevated. Battery drawing down to 24.61V, monitoring charge curve.",Eclipse Stress
PASS-1140,SAT-2009,10,2026-06-30T22:00:00Z,9.15,eclipse,GS-GSOC,24.23,0.01,5.03,51,22.7,28.2,-51.6,0.389,0.136,1389,-72.8,4.61E-07,10,31.3,44.7,382988.5,0,"Eclipse duration elevated. Battery drawing down to 24.23V, monitoring charge curve.",Eclipse Stress
PASS-1141,SAT-2010,1,2026-06-30T09:00:00Z,11.31,sunlight,GS-ADELAIDE,27.79,4.5,5.06,95.47,22.6,25.4,65.6,0.302,0.104,-1411,-72.8,6.48E-08,11.7,35,51.5,361222.2,0,"Sunlight pass, battery charge rate within predicted models.",Nominal Operations
PASS-1142,SAT-2010,2,2026-06-30T10:30:00Z,10.74,sunlight,GS-KIRUNA,28.29,4.52,5.01,95.97,21.1,25.8,65.5,0.241,0.11,-1409,-73.2,4.58E-07,11.3,36.6,51,367266.6,0,"Sunlight pass, battery charge rate within predicted models.",Nominal Operations
PASS-1143,SAT-2010,3,2026-06-30T12:00:00Z,9.48,transition,GS-SVALBARD,26.64,1.59,4.99,86.89,21.3,30.1,17.2,0.247,0.106,-1348,-73.1,1.55E-07,8.6,33.5,50.8,373235.4,0,"Transition pass, checking battery charge switch-over.",Nominal Operations
PASS-1144,SAT-2010,4,2026-06-30T13:30:00Z,10.58,eclipse,GS-PERTH,25.7,0.015,4.98,79.84,22.1,26.6,-60,0.253,0.094,-1411,-73.1,1.25E-07,10,31.4,51.4,379270.2,0,"Eclipse pass, thermal subsystem maintaining temperature.",Nominal Operations
PASS-1145,SAT-2010,5,2026-06-30T15:00:00Z,10.35,eclipse,GS-PERTH,25.4,0.027,5.04,78.76,24.2,27,-57.5,0.35,0.093,1336,-72.7,2.53E-07,10.4,31.5,51.5,385291.2,0,Minor ADCS pointing jitter. Wheel speed at 1336 RPM.,ADCS Nominal Drift
PASS-1146,SAT-2010,6,2026-06-30T16:30:00Z,10.58,transition,GS-PERTH,26.97,1.91,5.02,87.65,19.8,27.4,9.7,0.9,0.089,1715,-73.5,1.49E-08,11.2,34.5,52.5,391326,0,Minor ADCS pointing jitter. Wheel speed at 1715 RPM.,ADCS Nominal Drift
PASS-1147,SAT-2010,7,2026-06-30T18:00:00Z,10.59,sunlight,GS-GSOC,28.19,4.71,5.01,94.65,22.4,24.4,72,1.45,0.089,2094,-74.2,1.76E-08,9.8,34.5,54.3,397361.4,0,Minor ADCS pointing jitter. Wheel speed at 2094 RPM.,ADCS Nominal Drift
PASS-1148,SAT-2010,8,2026-06-30T19:30:00Z,11.13,sunlight,GS-ADELAIDE,28.29,4.37,5.02,94.25,23.8,27.9,69.1,2,0.091,2473,-74.6,1.91E-07,11.7,35.6,55.8,403429.2,0,Minor ADCS pointing jitter. Wheel speed at 2473 RPM.,ADCS Nominal Drift
PASS-1149,SAT-2010,9,2026-06-30T21:00:00Z,9.55,transition,GS-KIRUNA,26.72,1.97,5.05,87.42,20.9,28.5,1.7,2.55,0.074,2852,-73.6,1.72E-08,11,36.1,56.9,409402.2,0,Minor ADCS pointing jitter. Wheel speed at 2852 RPM.,ADCS Nominal Drift
PASS-1150,SAT-2010,10,2026-06-30T22:30:00Z,9.01,eclipse,GS-GSOC,25.27,0.015,5.01,74.78,21,25.5,-47,3.1,0.089,3231,-72,1.99E-07,10,34.9,58,415342.8,0,ADCS warning: pointing error at 3.1°. High wheel speed at 3231 RPM.,ADCS Warning
PASS-1151,SAT-2011,1,2026-06-30T09:30:00Z,9.85,sunlight,GS-MASPALOMAS,28.1,4.8,4.99,95.85,23.3,28.3,69.7,0.277,0.136,-1255,-74.8,3.34E-07,11,30.4,46.2,163271.2,0,Solar array output stable. Bus voltage nominal.,Nominal Operations
PASS-1152,SAT-2011,2,2026-06-30T11:00:00Z,9.88,sunlight,GS-MASPALOMAS,28.3,4.63,5.03,94.36,21.7,25,66.3,0.233,0.138,-1193,-74,2.20E-07,10.6,32.1,46.6,169264,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1153,SAT-2011,3,2026-06-30T12:30:00Z,11.49,transition,GS-MASPALOMAS,26.85,1.59,5.04,87.43,23.3,29.2,15.2,0.306,0.125,-1272,-74,1.67E-08,11.4,30.5,45.4,175353.4,0,"Penumbra entry, solar current declining.",Nominal Operations
PASS-1154,SAT-2011,4,2026-06-30T14:00:00Z,10.46,eclipse,GS-KIRUNA,25.6,0.021,5.01,76.46,21.7,28,-55.5,0.325,0.118,-1287,-73,3.41E-07,10.7,30.2,46.7,181381,0,"Eclipse pass, SoC trending down as modelled.",Nominal Operations
PASS-1155,SAT-2011,5,2026-06-30T15:30:00Z,11.11,eclipse,GS-KIRUNA,25.46,0.015,4.98,79.12,22.2,30.2,-52.8,0.307,0.119,-1253,-73.8,4.71E-07,11.7,33.1,46.2,187447.6,0,"Standard eclipse operations, thermal nominal.",Nominal Operations
PASS-1156,SAT-2011,6,2026-06-30T17:00:00Z,10.39,transition,GS-GSOC,26.81,1.83,5,88.14,23.1,29.2,3.3,0.295,0.107,-1326,-74.6,2.33E-07,11,36.5,46,193471,0,"Penumbra entry, solar current declining.",Nominal Operations
PASS-1157,SAT-2011,7,2026-06-30T18:30:00Z,9.97,sunlight,GS-MASPALOMAS,28.23,4.55,5.03,95.97,23.6,28.3,67.1,0.342,0.116,-1390,-73.5,3.02E-07,9.6,36.8,46.7,199469.2,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1158,SAT-2011,8,2026-06-30T20:00:00Z,9.09,sunlight,GS-PERTH,28.23,4.55,5.01,94.75,23,26,72.9,0.38,0.113,-1320,-74.9,2.04E-07,11.1,37.3,45.9,205414.6,0,Nominal sunlight pass. Battery SOC recovering.,Nominal Operations
PASS-1159,SAT-2011,9,2026-06-30T21:30:00Z,10.16,transition,GS-SVALBARD,26.76,1.85,5.01,85.68,21.6,27.5,8.8,0.328,0.109,-1245,-75.3,7.35E-08,9.9,36.4,47,211424.2,0,Orbit penumbra exit. Normal tracking lock.,Nominal Operations
PASS-1160,SAT-2011,10,2026-06-30T23:00:00Z,9.6,eclipse,GS-ADELAIDE,25.54,0.018,5,79.19,21.4,26.1,-55.1,0.303,0.123,-1276,-75.7,2.58E-07,10.8,36.8,47.2,217400.2,0,No solar array output. Battery voltage stable.,Nominal Operations
PASS-1161,SAT-2012,1,2026-06-30T10:00:00Z,10.5,sunlight,GS-GSOC,28.32,4.42,5.02,96.22,20.2,27,73.1,0.283,0.098,-1347,-74,2.09E-07,10.1,34.5,51.1,233096.9,0,"Sunlight operations stable, EPS performing well.",Nominal Operations
PASS-1162,SAT-2012,2,2026-06-30T11:30:00Z,10.04,sunlight,GS-PERTH,28.46,4.11,5.05,95.07,22.1,28.8,67.8,0.259,0.109,-1278,-75.9,4.53E-07,10.3,34.8,50.9,239099.3,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1163,SAT-2012,3,2026-06-30T13:00:00Z,11.41,transition,GS-MASPALOMAS,26.6,1.75,5.06,87.2,22.2,26.3,12,0.274,0.1,-1329,-75.6,1.32E-07,10.7,35.8,51.3,245183.9,0,"Penumbra entry, solar current declining.",Nominal Operations
PASS-1164,SAT-2012,4,2026-06-30T14:30:00Z,9.63,eclipse,GS-GSOC,25.47,0.022,5,75.63,21.6,29.7,-55.1,0.249,0.096,-1402,-77,3.83E-07,8.8,36.2,51.1,251161.7,0,No solar array output. Battery voltage stable.,Nominal Operations
PASS-1165,SAT-2012,5,2026-06-30T16:00:00Z,9.96,eclipse,GS-SVALBARD,25.52,0.029,5.04,77.65,21.7,31.7,-50.5,0.273,0.088,-1474,-74.5,3.89E-07,10.7,37.2,50.7,257159.3,0,"Eclipse entry, solar current zeroed as expected.",Nominal Operations
PASS-1166,SAT-2012,6,2026-06-30T17:30:00Z,11.06,transition,GS-GSOC,26.74,1.66,5.02,88.43,21.4,26.9,11.6,0.252,0.087,-1457,-72.9,7.15E-08,10,39,50.2,263222.9,0,"Entering eclipse transition, solar current decreasing.",Nominal Operations
PASS-1167,SAT-2012,7,2026-06-30T19:00:00Z,9.13,sunlight,GS-SVALBARD,28.48,4.64,5.04,94.82,22.1,30.6,65.8,0.275,0.095,-1481,-74,3.42E-07,11.2,39.3,50.9,269170.7,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1168,SAT-2012,8,2026-06-30T20:30:00Z,10.3,sunlight,GS-ADELAIDE,28.07,4.41,5.05,95.96,24.2,26.8,67.3,0.253,0.086,-1490,-74.6,4.84E-07,10.7,38.6,49.7,275188.7,0,"Sunlight operations stable, EPS performing well.",Nominal Operations
PASS-1169,SAT-2012,9,2026-06-30T22:00:00Z,11.24,transition,GS-KIRUNA,26.47,1.77,5.04,89.81,22.7,31,5.3,0.305,0.087,-1505,-73.4,1.03E-07,10.1,39.5,48.6,281263.1,0,"Entering eclipse transition, solar current decreasing.",Nominal Operations
PASS-1170,SAT-2012,10,2026-06-30T23:30:00Z,11.09,eclipse,GS-ADELAIDE,25.57,0.015,4.97,76.86,22.4,24.2,-55.3,0.271,0.089,-1490,-73.4,3.69E-07,11.1,39.7,47.6,287328.5,0,"Orbital shadow, EPS on battery draw only.",Nominal Operations
PASS-1171,SAT-2013,1,2026-06-30T10:30:00Z,10.26,sunlight,GS-PERTH,25.59,4.44,5.03,68.9,25.1,24.5,69.7,0.229,0.12,1326,-71.9,1.34E-07,9.4,35,53.5,119888.6,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1172,SAT-2013,2,2026-06-30T12:00:00Z,10.96,sunlight,GS-MASPALOMAS,25.12,4.53,5.03,62.3,21.3,30.1,68.4,0.256,0.122,1276,-71.3,1.45E-07,10.1,33.4,54.3,125946.2,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1173,SAT-2013,3,2026-06-30T13:30:00Z,9.93,transition,GS-ADELAIDE,24.6,1.83,4.97,56.9,23.6,26.6,6.2,0.288,0.134,1277,-71.9,4.51E-07,9,34.5,53.2,131942,0,"Transitioning to sunlight, solar array output rising.",Nominal Operations
PASS-1174,SAT-2013,4,2026-06-30T15:00:00Z,9.74,eclipse,GS-SVALBARD,24.14,0.011,4.99,50.8,21.3,28.1,-54.6,0.245,0.13,1310,-72.3,3.46E-08,8.7,33.6,54.1,137926.4,0,Voltage slide persistent. Non-critical discharge path suspected.,Voltage Drift Trend
PASS-1175,SAT-2013,5,2026-06-30T16:30:00Z,10.09,eclipse,GS-PERTH,23.71,0.017,5.05,45.6,21.8,28.5,-56.5,0.203,0.125,1310,-72.4,4.43E-07,10.7,31,54.5,143931.8,0,Battery voltage at 23.71V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1176,SAT-2013,6,2026-06-30T18:00:00Z,10.59,transition,GS-ADELAIDE,23.19,1.69,5.03,39.3,20.4,27.7,17.4,0.166,0.123,1303,-72.9,1.07E-07,10.4,29,52.7,149967.2,0,Battery voltage at 23.19V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1177,SAT-2013,7,2026-06-30T19:30:00Z,9.01,sunlight,GS-GSOC,22.71,3.96,4.99,33.4,23.9,27.1,65.1,0.191,0.118,1236,-73.5,1.46E-07,9.7,28.8,53,155907.8,0,Battery voltage at 22.71V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1178,SAT-2013,8,2026-06-30T21:00:00Z,8.62,sunlight,GS-GSOC,22.28,4.36,4.99,27.6,23.4,24.1,75.3,0.233,0.118,1276,-73.5,1.19E-07,9.6,27.1,51.8,161825,0,Battery voltage at 22.28V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1179,SAT-2013,9,2026-06-30T22:30:00Z,9.85,transition,GS-PERTH,21.73,1.67,4.99,21.8,20.2,29.7,11.8,0.233,0.134,1317,-73.8,1.55E-07,10,27.9,53.6,167816,0,"Battery voltage at 21.73V, critically below the 22V hard limit. Escalating to FDIR.",Hard Limit Breach (Battery Voltage)
PASS-1180,SAT-2013,10,2026-07-01T00:00:00Z,9.3,eclipse,GS-ADELAIDE,21.24,0.015,5.01,16.4,19.3,29.9,-57.5,0.257,0.121,1393,-73.8,6.45E-08,11.2,26,52.9,173774,0,"Battery voltage at 21.24V, critically below the 22V hard limit. Escalating to FDIR.",Hard Limit Breach (Battery Voltage)
PASS-1181,SAT-2014,1,2026-06-30T11:00:00Z,8.97,sunlight,GS-ADELAIDE,28.47,4.68,5.04,94.59,25.4,26.8,63.4,0.158,0.099,1233,-70.9,2.83E-07,9.7,40.2,46.1,100432.5,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1182,SAT-2014,2,2026-06-30T12:30:00Z,10.87,sunlight,GS-SVALBARD,28.34,4.36,5.06,95.45,20.2,31.3,72.6,0.116,0.117,1262,-70.4,1.24E-07,9.7,41.6,45.3,106484.7,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1183,SAT-2014,3,2026-06-30T14:00:00Z,10.74,transition,GS-SVALBARD,26.55,1.91,5.01,87.46,21,28.7,2,0.174,0.118,1203,-70.3,2.47E-07,11.1,41.1,45.7,112529.1,0,"Penumbra entry, solar current declining.",Nominal Operations
